5400.000000,10,6
5400.000000,11,8
5400.000000,12,7
5400.000000,13,8
6000.000000,0,-2
6000.000000,1,-2
6000.000000,2,1
6000.000000,3,0
6000.000000,4,1
6000.000000,5,2
6000.000000,6,4
6000.000000,7,3
6000.000000,8,4
6000.000000,9,5
6000.000000,10,6
6000.000000,11,8
6000.000000,12,7
6000.000000,13,8
6600.000000,0,-2
6600.000000,1,-2
6600.000000,2,0
6600.000000,3,0
6600.000000,4,1
6600.000000,5,2
6600.000000,6,4
6600.000000,7,3
6600.000000,8,4
6600.000000,9,5
6600.000000,10,6
6600.000000,11,6
6600.000000,12,7
6600.000000,13,8
7200.000000,0,-2
7200.000000,1,-2
7200.000000,2,1
7200.000000,3,0
7200.000000,4,1
7200.000000,5,2
7200.000000,6,4
7200.000000,7,3
7200.000000,8,4
7200.000000,9,5
7200.000000,10,6
7200.000000,11,6
7200.000000,12,7
7200.000000,13,8
7800.000000,0,-2
7800.000000,1,-2
7800.000000,2,0
7800.000000,3,0
7800.000000,4,1
7800.000000,5,2
7800.000000,6,4
7800.000000,7,3
7800.000000,8,4
7800.000000,9,5
7800.000000,10,6
7800.000000,11,6
7800.000000,12,7
7800.000000,13,8
8400.000000,0,-2
8400.000000,1,-2
8400.000000,2,1
8400.000000,3,0
8400.000000,4,1
8400.000000,5,2
8400.000000,6,4
8400.000000,7,3
8400.000000,8,4
8400.000000,9,5
8400.000000,10,6
8400.000000,11,6
8400.000000,12,7
8400.000000,13,8
9000.000000,0,-2
9000.000000,1,-2
9000.000000,2,0
9000.000000,3,0
9000.000000,4,1
9000.000000,5,2
9000.000000,6,4
9000.000000,7,3
9000.000000,8,4
9000.000000,9,5
9000.000000,10,6
9000.000000,11,6
9000.000000,12,7
9000.000000,13,8
9600.000000,0,-2
9600.000000,1,-2
9600.000000,2,1
9600.000000,3,0
9600.000000,4,1
9600.000000,5,2
9600.000000,6,4
9600.000000,7,3
9600.000000,8,4
9600.000000,9,5
9600.000000,10,6
9600.000000,11,6
9600.000000,12,7
9600.000000,13,8
10200.000000,0,-2
10200.000000,1,-2
10200.000000,2,0
10200.000000,3,0
10200.000000,4,1
10200.000000,5,2
10200.000000,6,4
10200.000000,7,3
10200.000000,8,4
10200.000000,9,5
10200.000000,10,6
10200.000000,11,6
10200.000000,12,7
10200.000000,13,8
10800.000000,0,-2
10800.000000,1,-2
10800.000000,2,1
10800.000000,3,0
10800.000000,4,1
10800.000000,5,2
10800.000000,6,4
10800.000000,7,3
10800.000000,8,4
10800.000000,9,5
10800.000000,10,6
10800.000000,11,6
10800.000000,12,7
10800.000000,13,8
11400.000000,0,-2
11400.000000,1,-2
11400.000000,2,0
11400.000000,3,0
11400.000000,4,1
11400.000000,5,2
11400.000000,6,4
11400.000000,7,3
11400.000000,8,4
11400.000000,9,5
11400.000000,10,6
11400.000000,11,6
11400.000000,12,7
11400.000000,13,8
12000.000000,0,-2
12000.000000,1,-2
12000.000000,2,1
12000.000000,3,0
12000.000000,4,1
12000.000000,5,2
12000.000000,6,4
12000.000000,7,3
12000.000000,8,4
12000.000000,9,5
12000.000000,10,6
12000.000000,11,6
12000.000000,12,7
12000.000000,13,8
12600.000000,0,-2
12600.000000,1,-2
12600.000000,2,0
12600.000000,3,0
12600.000000,4,1
12600.000000,5,2
12600.000000,6,4
12600.000000,7,3
12600.000000,8,4
12600.000000,9,5
12600.000000,10,6
12600.000000,11,6
12600.000000,12,7
12600.000000,13,8
13200.000000,0,-2
13200.000000,1,-2
13200.000000,2,1
13200.000000,3,0
13200.000000,4,1
13200.000000,5,2
13200.000000,6,4
13200.000000,7,3
13200.000000,8,4
13200.000000,9,5
13200.000000,10,6
13200.000000,11,6
13200.000000,12,7
13200.000000,13,8
13800.000000,0,-2
13800.000000,1,-2
13800.000000,2,0
13800.000000,3,0
13800.000000,4,1
13800.000000,5,2
13800.000000,6,4
13800.000000,7,3
13800.000000,8,4
13800.000000,9,5
13800.000000,10,6
13800.000000,11,6
13800.000000,12,7
13800.000000,13,8
14400.000000,0,-2
14400.000000,1,-2
14400.000000,2,1
14400.000000,3,0
14400.000000,4,1
14400.000000,5,2
14400.000000,6,4
14400.000000,7,3
14400.000000,8,4
14400.000000,9,5
14400.000000,10,6
14400.000000,11,6
14400.000000,12,7
14400.000000,13,8
15000.000000,0,-2
15000.000000,1,-2
15000.000000,2,0
15000.000000,3,0
15000.000000,4,1
15000.000000,5,2
15000.000000,6,4
15000.000000,7,3
15000.000000,8,4
15000.000000,9,5
15000.000000,10,6
15000.000000,11,6
15000.000000,12,7
15000.000000,13,8
15600.000000,0,-2
15600.000000,1,-2
15600.000000,2,1
15600.000000,3,0
15600.000000,4,1
15600.000000,5,2
15600.000000,6,4
15600.000000,7,3
15600.000000,8,4
15600.000000,9,5
15600.000000,10,6
15600.000000,11,6
15600.000000,12,7
15600.000000,13,8
16200.000000,0,-2
16200.000000,1,-2
16200.000000,2,0
16200.000000,3,0
16200.000000,4,1
16200.000000,5,2
16200.000000,6,4
16200.000000,7,3
16200.000000,8,4
16200.000000,9,5
16200.000000,10,6
16200.000000,11,6
16200.000000,12,7
16200.000000,13,8
16800.000000,0,-2
16800.000000,1,-2
16800.000000,2,1
16800.000000,3,0
16800.000000,4,1
16800.000000,5,2
16800.000000,6,4
16800.000000,7,3
16800.000000,8,4
16800.000000,9,5
16800.000000,10,6
16800.000000,11,6
16800.000000,12,7
16800.000000,13,8
17400.000000,0,-2
17400.000000,1,-2
17400.000000,2,0
17400.000000,3,0
17400.000000,4,1
17400.000000,5,2
17400.000000,6,4
17400.000000,7,3
17400.000000,8,4
17400.000000,9,5
17400.000000,10,6
17400.000000,11,6
17400.000000,12,7
17400.000000,13,8
18000.000000,0,-2
18000.000000,1,-2
18000.000000,2,1
18000.000000,3,0
18000.000000,4,1
18000.000000,5,2
18000.000000,6,4
18000.000000,7,3
18000.000000,8,4
18000.000000,9,5
18000.000000,10,6
18000.000000,11,6
18000.000000,12,7
18000.000000,13,8
18600.000000,0,-2
18600.000000,1,-2
18600.000000,2,0
18600.000000,3,0
18600.000000,4,1
18600.000000,5,2
18600.000000,6,4
18600.000000,7,3
18600.000000,8,4
18600.000000,9,5
18600.000000,10,6
18600.000000,11,6
18600.000000,12,7
18600.000000,13,8
19200.000000,0,-2
19200.000000,1,-2
19200.000000,2,1
19200.000000,3,0
19200.000000,4,1
19200.000000,5,2
19200.000000,6,4
19200.000000,7,3
19200.000000,8,4
19200.000000,9,5
19200.000000,10,6
19200.000000,11,6
19200.000000,12,7
19200.000000,13,8
19800.000000,0,-2
19800.000000,1,-2
19800.000000,2,0
19800.000000,3,0
19800.000000,4,1
19800.000000,5,2
19800.000000,6,4
19800.000000,7,3
19800.000000,8,4
19800.000000,9,5
19800.000000,10,6
19800.000000,11,6
19800.000000,12,7
19800.000000,13,8
20400.000000,0,-2
20400.000000,1,-2
20400.000000,2,1
20400.000000,3,0
20400.000000,4,1
20400.000000,5,2
20400.000000,6,4
20400.000000,7,3
20400.000000,8,4
20400.000000,9,5
20400.000000,10,6
20400.000000,11,6
20400.000000,12,7
20400.000000,13,8
21000.000000,0,-2
21000.000000,1,-2
21000.000000,2,0
21000.000000,3,0
21000.000000,4,1
21000.000000,5,2
21000.000000,6,4
21000.000000,7,3
21000.000000,8,4
21000.000000,9,5
21000.000000,10,6
21000.000000,11,6
21000.000000,12,7
21000.000000,13,8
21600.000000,0,-2
21600.000000,1,-2
21600.000000,2,1
21600.000000,3,0
21600.000000,4,1
21600.000000,5,2
21600.000000,6,4
21600.000000,7,3
21600.000000,8,4
21600.000000,9,5
21600.000000,10,6
21600.000000,11,6
21600.000000,12,7
21600.000000,13,8
22200.000000,0,-2
22200.000000,1,-2
22200.000000,2,0
22200.000000,3,0
22200.000000,4,1
22200.000000,5,2
22200.000000,6,4
22200.000000,7,3
22200.000000,8,4
22200.000000,9,5
22200.000000,10,6
22200.000000,11,6
22200.000000,12,7
22200.000000,13,8
22800.000000,0,-2
22800.000000,1,-2
22800.000000,2,1
22800.000000,3,0
22800.000000,4,1
22800.000000,5,2
22800.000000,6,4
22800.000000,7,3
22800.000000,8,4
22800.000000,9,5
22800.000000,10,6
22800.000000,11,6
22800.000000,12,7
22800.000000,13,8
23400.000000,0,-2
23400.000000,1,-2
23400.000000,2,0
23400.000000,3,0
23400.000000,4,1
23400.000000,5,2
23400.000000,6,4
23400.000000,7,3
23400.000000,8,4
23400.000000,9,5
23400.000000,10,6
23400.000000,11,6
23400.000000,12,7
23400.000000,13,8
24000.000000,0,-2
24000.000000,1,-2
24000.000000,2,1
24000.000000,3,0
24000.000000,4,1
24000.000000,5,2
24000.000000,6,4
24000.000000,7,3
24000.000000,8,4
24000.000000,9,5
24000.000000,10,6
24000.000000,11,6
24000.000000,12,7
24000.000000,13,8
24600.000000,0,-2
24600.000000,1,-2
24600.000000,2,0
24600.000000,3,0
24600.000000,4,1
24600.000000,5,2
24600.000000,6,4
24600.000000,7,3
24600.000000,8,4
24600.000000,9,5
24600.000000,10,6
24600.000000,11,6
24600.000000,12,7
24600.000000,13,8
25200.000000,0,-2
25200.000000,1,-2
25200.000000,2,1
25200.000000,3,0
25200.000000,4,1
25200.000000,5,2
25200.000000,6,4
25200.000000,7,3
25200.000000,8,4
25200.000000,9,5
25200.000000,10,6
25200.000000,11,6
25200.000000,12,7
25200.000000,13,8
25800.000000,0,-2
25800.000000,1,-2
25800.000000,2,0
25800.000000,3,0
25800.000000,4,1
25800.000000,5,2
25800.000000,6,4
25800.000000,7,3
25800.000000,8,4
25800.000000,9,5
25800.000000,10,6
25800.000000,11,6
25800.000000,12,7
25800.000000,13,8
26400.000000,0,-2
26400.000000,1,-2
26400.000000,2,1
26400.000000,3,0
26400.000000,4,1
26400.000000,5,2
26400.000000,6,4
26400.000000,7,3
26400.000000,8,4
26400.000000,9,5
26400.000000,10,6
26400.000000,11,6
26400.000000,12,7
26400.000000,13,8
27000.000000,0,-2
27000.000000,1,-2
27000.000000,2,0
27000.000000,3,0
27000.000000,4,1
27000.000000,5,2
27000.000000,6,4
27000.000000,7,3
27000.000000,8,4
27000.000000,9,5
27000.000000,10,6
27000.000000,11,6
27000.000000,12,7
27000.000000,13,8
27600.000000,0,-2
27600.000000,1,-2
27600.000000,2,1
27600.000000,3,0
27600.000000,4,1
27600.000000,5,2
27600.000000,6,4
27600.000000,7,3
27600.000000,8,4
27600.000000,9,5
27600.000000,10,6
27600.000000,11,6
27600.000000,12,7
27600.000000,13,8
28200.000000,0,-2
28200.000000,1,-2
28200.000000,2,0
28200.000000,3,0
28200.000000,4,1
28200.000000,5,2
28200.000000,6,4
28200.000000,7,3
28200.000000,9,5
28200.000000,10,6
28200.000000,11,6
28200.000000,12,7
28200.000000,13,8
28800.000000,0,-2
28800.000000,1,-2
28800.000000,2,1
28800.000000,3,0
28800.000000,4,1
28800.000000,5,2
28800.000000,6,4
28800.000000,7,3
28800.000000,9,5
28800.000000,10,6
28800.000000,11,6
28800.000000,12,7
28800.000000,13,11
29400.000000,0,-2
29400.000000,1,-2
29400.000000,2,0
29400.000000,3,0
29400.000000,4,1
29400.000000,5,2
29400.000000,6,4
29400.000000,7,3
29400.000000,9,5
29400.000000,10,6
29400.000000,11,6
29400.000000,12,7
29400.000000,13,11
30000.000000,0,-2
30000.000000,1,-2
30000.000000,2,0
30000.000000,3,0
30000.000000,4,1
30000.000000,5,2
30000.000000,6,4
30000.000000,7,3
30000.000000,9,5
30000.000000,10,6
30000.000000,11,6
30000.000000,12,7
30000.000000,13,11
30600.000000,0,-2
30600.000000,1,-2
30600.000000,2,1
30600.000000,3,0
30600.000000,4,1
30600.000000,5,2
30600.000000,6,4
30600.000000,7,3
30600.000000,9,5
30600.000000,10,6
30600.000000,11,6
30600.000000,12,7
30600.000000,13,11
31200.000000,0,-2
31200.000000,1,-2
31200.000000,2,0
31200.000000,3,0
31200.000000,4,1
31200.000000,5,2
31200.000000,6,4
31200.000000,7,3
31200.000000,9,5
31200.000000,10,6
31200.000000,11,6
31200.000000,12,7
31200.000000,13,11
31800.000000,0,-2
31800.000000,1,-2
31800.000000,2,1
31800.000000,3,0
31800.000000,4,1
31800.000000,5,2
31800.000000,6,4
31800.000000,7,3
31800.000000,9,5
31800.000000,10,6
31800.000000,11,6
31800.000000,12,7
31800.000000,13,11
32400.000000,0,-2
32400.000000,1,-2
32400.000000,2,0
32400.000000,3,0
32400.000000,4,1
32400.000000,5,2
32400.000000,6,4
32400.000000,7,3
32400.000000,9,5
32400.000000,10,6
32400.000000,11,6
32400.000000,12,7
32400.000000,13,11
33000.000000,0,-2
33000.000000,1,-2
33000.000000,2,0
33000.000000,3,0
33000.000000,4,1
33000.000000,5,2
33000.000000,6,4
33000.000000,7,3
33000.000000,9,5
33000.000000,10,6
33000.000000,11,6
33000.000000,12,7
33000.000000,13,11
33600.000000,0,-2
33600.000000,1,-2
33600.000000,2,1
33600.000000,3,0
33600.000000,4,1
33600.000000,5,2
33600.000000,6,4
33600.000000,7,3
33600.000000,9,5
33600.000000,10,6
33600.000000,11,6
33600.000000,12,7
33600.000000,13,11
34200.000000,0,-2
34200.000000,1,-2
34200.000000,2,0
34200.000000,3,0
34200.000000,4,1
34200.000000,5,2
34200.000000,6,4
34200.000000,9,5
34200.000000,10,6
34200.000000,11,6
34200.000000,12,7
34200.000000,13,11
34800.000000,0,-2
34800.000000,1,-2
34800.000000,2,1
34800.000000,3,0
34800.000000,4,1
34800.000000,5,2
34800.000000,6,4
34800.000000,9,5
34800.000000,10,6
34800.000000,11,6
34800.000000,12,9
34800.000000,13,11
35400.000000,0,-2
35400.000000,1,-2
35400.000000,2,0
35400.000000,3,0
35400.000000,4,1
35400.000000,5,2
35400.000000,6,4
35400.000000,9,5
35400.000000,10,6
35400.000000,11,6
35400.000000,12,9
35400.000000,13,11
36000.000000,0,-2
36000.000000,1,-2
36000.000000,2,0
36000.000000,3,0
36000.000000,4,1
36000.000000,5,2
36000.000000,6,4
36000.000000,9,5
36000.000000,10,6
36000.000000,11,6
36000.000000,12,9
36000.000000,13,11
36600.000000,0,-2
36600.000000,1,-2
36600.000000,2,1
36600.000000,3,0
36600.000000,4,1
36600.000000,5,2
36600.000000,6,4
36600.000000,9,5
36600.000000,10,6
36600.000000,11,6
36600.000000,12,9
36600.000000,13,11
37200.000000,0,-2
37200.000000,1,-2
37200.000000,2,0
37200.000000,3,0
37200.000000,4,1
37200.000000,5,2
37200.000000,6,4
37200.000000,9,5
37200.000000,10,6
37200.000000,11,6
37200.000000,12,9
37200.000000,13,11
37800.000000,0,-2
37800.000000,1,-2
37800.000000,2,0
37800.000000,3,0
37800.000000,4,1
37800.000000,5,2
37800.000000,6,4
37800.000000,9,5
37800.000000,10,6
37800.000000,11,6
37800.000000,12,9
37800.000000,13,11
38400.000000,0,-2
38400.000000,1,-2
38400.000000,2,0
38400.000000,3,0
38400.000000,4,1
38400.000000,5,2
38400.000000,6,4
38400.000000,9,5
38400.000000,10,6
38400.000000,11,6
38400.000000,12,9
38400.000000,13,11
39000.000000,0,-2
39000.000000,1,-2
39000.000000,2,0
39000.000000,3,0
39000.000000,4,1
39000.000000,5,2
39000.000000,6,4
39000.000000,9,5
39000.000000,10,6
39000.000000,11,6
39000.000000,12,9
39000.000000,13,11
39600.000000,0,-2
39600.000000,1,-2
39600.000000,2,1
39600.000000,3,0
39600.000000,4,1
39600.000000,5,2
39600.000000,6,4
39600.000000,9,5
39600.000000,10,6
39600.000000,11,6
39600.000000,12,9
39600.000000,13,11
40200.000000,0,-2
40200.000000,1,-2
40200.000000,2,0
40200.000000,3,0
40200.000000,4,1
40200.000000,5,2
40200.000000,6,4
40200.000000,9,5
40200.000000,10,6
40200.000000,11,6
40200.000000,12,9
40200.000000,13,11
40800.000000,0,-2
40800.000000,1,-2
40800.000000,2,0
40800.000000,3,0
40800.000000,4,1
40800.000000,5,2
40800.000000,6,4
40800.000000,9,5
40800.000000,10,6
40800.000000,11,6
40800.000000,12,9
40800.000000,13,11
41400.000000,0,-2
41400.000000,1,-2
41400.000000,2,1
41400.000000,3,0
41400.000000,4,1
41400.000000,5,2
41400.000000,6,4
41400.000000,9,5
41400.000000,10,6
41400.000000,11,6
41400.000000,12,9
41400.000000,13,11
42000.000000,0,-2
42000.000000,1,-2
42000.000000,2,0
42000.000000,3,0
42000.000000,4,1
42000.000000,5,2
42000.000000,6,4
42000.000000,9,5
42000.000000,10,6
42000.000000,11,6
42000.000000,12,9
42000.000000,13,11
42600.000000,0,-2
42600.000000,1,-2
42600.000000,2,0
42600.000000,3,0
42600.000000,4,1
42600.000000,5,2
42600.000000,6,4
42600.000000,9,5
42600.000000,10,6
42600.000000,11,6
42600.000000,12,9
42600.000000,13,11
43200.000000,0,-2
43200.000000,1,-2
43200.000000,2,0
43200.000000,3,0
43200.000000,4,1
43200.000000,5,2
43200.000000,6,4
43200.000000,9,5
43200.000000,10,6
43200.000000,11,6
43200.000000,12,9
43200.000000,13,11
43800.000000,0,-2
43800.000000,1,-2
43800.000000,2,1
43800.000000,3,0
43800.000000,4,1
43800.000000,5,2
43800.000000,6,4
43800.000000,9,5
43800.000000,10,6
43800.000000,11,6
43800.000000,12,9
43800.000000,13,11
44400.000000,0,-2
44400.000000,1,-2
44400.000000,2,0
44400.000000,3,0
44400.000000,4,1
44400.000000,5,2
44400.000000,6,4
44400.000000,9,5
44400.000000,10,6
44400.000000,11,6
44400.000000,12,9
44400.000000,13,11
45000.000000,0,-2
45000.000000,1,-2
45000.000000,2,0
45000.000000,3,0
45000.000000,4,1
45000.000000,5,2
45000.000000,6,4
45000.000000,9,5
45000.000000,10,6
45000.000000,11,6
45000.000000,12,9
45000.000000,13,11
45600.000000,0,-2
45600.000000,1,-2
45600.000000,2,1
45600.000000,3,0
45600.000000,4,1
45600.000000,5,2
45600.000000,6,4
45600.000000,9,5
45600.000000,10,6
45600.000000,11,6
45600.000000,12,9
45600.000000,13,11
46200.000000,0,-2
46200.000000,1,-2
46200.000000,2,0
46200.000000,3,0
46200.000000,4,1
46200.000000,5,2
46200.000000,6,4
46200.000000,9,5
46200.000000,10,6
46200.000000,11,6
46200.000000,12,9
46200.000000,13,11
46800.000000,0,-2
46800.000000,1,-2
46800.000000,2,0
46800.000000,3,0
46800.000000,4,1
46800.000000,5,2
46800.000000,6,4
46800.000000,9,5
46800.000000,10,6
46800.000000,11,6
46800.000000,12,9
46800.000000,13,11
47400.000000,0,-2
47400.000000,1,-2
47400.000000,2,0
47400.000000,3,0
47400.000000,4,1
47400.000000,5,2
47400.000000,6,4
47400.000000,9,5
47400.000000,10,6
47400.000000,11,6
47400.000000,12,9
47400.000000,13,11
48000.000000,0,-2
48000.000000,1,-2
48000.000000,2,1
48000.000000,3,0
48000.000000,4,1
48000.000000,5,2
48000.000000,6,4
48000.000000,9,5
48000.000000,10,6
48000.000000,11,6
48000.000000,12,9
48000.000000,13,11
48600.000000,0,-2
48600.000000,1,-2
48600.000000,2,0
48600.000000,3,0
48600.000000,4,1
48600.000000,5,2
48600.000000,6,4
48600.000000,9,5
48600.000000,10,6
48600.000000,11,6
48600.000000,12,9
48600.000000,13,11
49200.000000,0,-2
49200.000000,1,-2
49200.000000,2,0
49200.000000,3,0
49200.000000,4,1
49200.000000,5,2
49200.000000,6,4
49200.000000,9,5
49200.000000,10,6
49200.000000,11,6
49200.000000,12,9
49200.000000,13,11
49800.000000,0,-2
49800.000000,1,-2
49800.000000,2,0
49800.000000,3,0
49800.000000,4,1
49800.000000,5,2
49800.000000,6,4
49800.000000,9,5
49800.000000,10,6
49800.000000,11,6
49800.000000,12,9
49800.000000,13,11
50400.000000,0,-2
50400.000000,1,-2
50400.000000,2,1
50400.000000,3,0
50400.000000,4,1
50400.000000,5,2
50400.000000,6,4
50400.000000,9,5
50400.000000,10,6
50400.000000,11,6
50400.000000,12,9
50400.000000,13,11
51000.000000,0,-2
51000.000000,1,-2
51000.000000,2,0
51000.000000,3,0
51000.000000,4,1
51000.000000,5,2
51000.000000,6,4
51000.000000,9,5
51000.000000,10,6
51000.000000,11,6
51000.000000,12,9
51000.000000,13,11
51600.000000,0,-2
51600.000000,1,-2
51600.000000,2,0
51600.000000,3,0
51600.000000,4,1
51600.000000,5,2
51600.000000,6,4
51600.000000,9,5
51600.000000,10,6
51600.000000,11,6
51600.000000,12,9
51600.000000,13,11
52200.000000,0,-2
52200.000000,1,-2
52200.000000,2,1
52200.000000,3,0
52200.000000,4,1
52200.000000,5,2
52200.000000,6,4
52200.000000,9,5
52200.000000,10,6
52200.000000,11,6
52200.000000,12,9
52200.000000,13,11
52800.000000,0,-2
52800.000000,1,-2
52800.000000,2,0
52800.000000,3,0
52800.000000,4,1
52800.000000,5,2
52800.000000,6,4
52800.000000,9,5
52800.000000,10,6
52800.000000,11,6
52800.000000,12,9
52800.000000,13,11
53400.000000,0,-2
53400.000000,1,-2
53400.000000,2,0
53400.000000,3,0
53400.000000,4,1
53400.000000,5,2
53400.000000,6,4
53400.000000,9,5
53400.000000,10,6
53400.000000,11,6
53400.000000,12,9
53400.000000,13,11
54000.000000,0,-2
54000.000000,1,-2
54000.000000,2,0
54000.000000,3,0
54000.000000,4,1
54000.000000,5,2
54000.000000,6,4
54000.000000,9,5
54000.000000,10,6
54000.000000,11,6
54000.000000,12,9
54000.000000,13,11
54600.000000,0,-2
54600.000000,1,-2
54600.000000,2,1
54600.000000,3,0
54600.000000,4,1
54600.000000,5,2
54600.000000,6,4
54600.000000,9,5
54600.000000,10,6
54600.000000,11,6
54600.000000,12,9
54600.000000,13,11
55200.000000,0,-2
55200.000000,1,-2
55200.000000,2,0
55200.000000,3,0
55200.000000,4,1
55200.000000,5,2
55200.000000,6,4
55200.000000,9,5
55200.000000,10,6
55200.000000,11,6
55200.000000,12,9
55200.000000,13,11
55800.000000,0,-2
55800.000000,1,-2
55800.000000,2,0
55800.000000,3,0
55800.000000,4,1
55800.000000,5,2
55800.000000,6,4
55800.000000,9,5
55800.000000,10,6
55800.000000,11,6
55800.000000,12,9
55800.000000,13,11
56400.000000,0,-2
56400.000000,1,-2
56400.000000,2,0
56400.000000,3,0
56400.000000,4,1
56400.000000,5,2
56400.000000,6,4
56400.000000,9,5
56400.000000,10,6
56400.000000,11,6
56400.000000,12,9
56400.000000,13,11
57000.000000,0,-2
57000.000000,1,-2
57000.000000,2,1
57000.000000,3,0
57000.000000,4,1
57000.000000,5,2
57000.000000,6,4
57000.000000,9,5
57000.000000,10,6
57000.000000,11,6
57000.000000,12,9
57000.000000,13,11
57600.000000,0,-2
57600.000000,1,-2
57600.000000,2,0
57600.000000,3,0
57600.000000,4,1
57600.000000,5,2
57600.000000,6,4
57600.000000,9,5
57600.000000,10,6
57600.000000,11,6
57600.000000,12,9
57600.000000,13,11
58200.000000,0,-2
58200.000000,1,-2
58200.000000,2,0
58200.000000,3,0
58200.000000,4,1
58200.000000,5,2
58200.000000,6,4
58200.000000,9,5
58200.000000,10,6
58200.000000,11,6
58200.000000,12,9
58200.000000,13,11
58800.000000,0,-2
58800.000000,1,-2
58800.000000,2,0
58800.000000,3,0
58800.000000,4,1
58800.000000,5,2
58800.000000,6,4
58800.000000,9,5
58800.000000,10,6
58800.000000,11,6
58800.000000,12,9
58800.000000,13,11
59400.000000,0,-2
59400.000000,1,-2
59400.000000,2,1
59400.000000,3,0
59400.000000,4,1
59400.000000,5,2
59400.000000,6,4
59400.000000,9,5
59400.000000,10,6
59400.000000,11,6
59400.000000,12,9
59400.000000,13,11
60000.000000,0,-2
60000.000000,1,-2
60000.000000,2,0
60000.000000,3,0
60000.000000,4,1
60000.000000,5,2
60000.000000,6,4
60000.000000,9,5
60000.000000,10,6
60000.000000,11,6
60000.000000,12,9
60000.000000,13,11
60600.000000,0,-2
60600.000000,1,-2
60600.000000,2,0
60600.000000,3,0
60600.000000,4,1
60600.000000,5,2
60600.000000,6,4
60600.000000,9,5
60600.000000,10,6
60600.000000,11,6
60600.000000,12,9
60600.000000,13,11
61200.000000,0,-2
61200.000000,1,-2
61200.000000,2,1
61200.000000,3,0
61200.000000,4,1
61200.000000,5,2
61200.000000,6,4
61200.000000,9,5
61200.000000,10,6
61200.000000,11,6
61200.000000,12,9
61200.000000,13,11
61800.000000,0,-2
61800.000000,1,-2
61800.000000,2,0
61800.000000,3,0
61800.000000,4,1
61800.000000,5,2
61800.000000,6,4
61800.000000,9,5
61800.000000,10,6
61800.000000,11,6
61800.000000,12,9
61800.000000,13,11
62400.000000,0,-2
62400.000000,1,-2
62400.000000,2,0
62400.000000,3,0
62400.000000,4,1
62400.000000,5,2
62400.000000,6,4
62400.000000,9,5
62400.000000,10,6
62400.000000,11,6
62400.000000,12,9
62400.000000,13,11
63000.000000,0,-2
63000.000000,1,-2
63000.000000,2,0
63000.000000,3,0
63000.000000,4,1
63000.000000,5,2
63000.000000,6,4
63000.000000,9,5
63000.000000,10,6
63000.000000,11,6
63000.000000,12,9
63000.000000,13,11
63600.000000,0,-2
63600.000000,1,-2
63600.000000,2,1
63600.000000,3,0
63600.000000,4,1
63600.000000,5,2
63600.000000,6,4
63600.000000,9,5
63600.000000,10,6
63600.000000,11,6
63600.000000,12,9
63600.000000,13,11
64200.000000,0,-2
64200.000000,1,-2
64200.000000,2,0
64200.000000,3,0
64200.000000,4,1
64200.000000,5,2
64200.000000,6,4
64200.000000,9,5
64200.000000,10,6
64200.000000,11,6
64200.000000,12,9
64200.000000,13,11
64800.000000,0,-2
64800.000000,1,-2
64800.000000,2,0
64800.000000,3,0
64800.000000,4,1
64800.000000,5,2
